STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp45,NorESM1-M,2040-2059,67.94,63.16,70.8,74.89,62.92,64.75,71.17,63.65,65.05,68.38,69.42,74.61,77.8,76.01,70.85,64.83,62.94,61.01,60.72
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp45,NorESM1-M,2040-2059,53.95,45.51,59.57,65.74,45.03,48.46,59.33,42.49,47.76,54.63,58.36,64.81,70.48,66.65,60.11,51.15,42.78,41.15,45.81
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp45,NorESM1-M,2040-2059,77.27,69.31,79.75,86.51,73.57,71.64,82.93,69.98,72.21,74.99,77.71,86.57,88.01,87.92,83.59,77.04,74.46,69.21,65.54
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp45,NorESM1-M,2040-2059,73.38,68.96,76.14,80.69,67.68,69.83,76.89,69.15,71.19,72.31,74.3,81.81,82.38,82.78,76.93,72.15,65.27,65.6,66.74
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp45,NorESM1-M,2040-2059,75.49,75.7,79.97,77.07,69.28,75.47,75.54,75.1,81.12,77.7,80.92,81.28,78.91,77.83,74.46,71.47,69.3,67.05,70.75
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp45,NorESM1-M,2040-2059,40.54,31.67,45.11,52.9,32.19,35.06,45.9,28.03,39.04,41.11,44.42,49.81,57.57,55,46.12,36.22,30.65,29.7,28.12
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp45,NorESM1-M,2040-2059,71.74,67.74,74.15,78.43,66.53,68.52,74.92,68.02,70.2,71.19,71.81,79.46,80.64,80.3,74.35,70.55,64.2,64.85,65.28
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp45,NorESM1-M,2040-2059,65.15,54.45,68.54,81.4,56.14,56.89,73.44,54.8,57.72,59.77,65.89,79.95,85.52,84.53,74.17,64.08,52.41,51.94,50.99
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp45,NorESM1-M,2040-2059,61.7,58.8,62.52,71.51,53.83,58,65.41,57.29,65.53,59.88,59.05,68.63,75.26,74.16,65.11,57.05,52.26,52.16,53.98
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp45,NorESM1-M,2040-2059,75.4,67.63,78.12,85.46,70.48,69.92,80.94,66.9,68.98,73.43,75.39,85.54,88.3,86.92,81.16,75.68,68.04,67.71,66.77
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp45,NorESM1-M,2040-2059,43.82,51.48,47.12,42.89,33.62,47.33,40.19,49.19,62.75,49.17,44.16,48.04,50.56,43.7,34.41,31.92,32.53,36.4,43.03
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp45,NorESM1-M,2040-2059,69.51,72.76,73.34,69.67,62.02,71.94,67.11,73.05,78.67,74.67,71.16,74.2,72.19,72.53,64.29,59.85,58.98,67.07,66.74
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp45,NorESM1-M,2040-2059,61.74,48.11,62.36,77.22,59.44,51.97,71.66,47.55,47.8,55.93,60.3,70.83,77.85,78.93,74.87,68.35,59.1,50.89,48.49
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp45,NorESM1-M,2040-2059,41.72,54.26,42.37,36.51,33.87,47.87,35.7,56.05,60.6,50.64,36.84,39.64,41.1,36.04,32.39,31.36,33.65,36.6,45.69
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp45,NorESM1-M,2040-2059,73.35,73.81,79.29,77.19,63.14,74.12,72.71,73.47,80.1,78.42,77.37,82.07,81.69,80.09,69.79,63.2,59.4,66.81,67.83
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp45,NorESM1-M,2040-2059,68.68,69.75,70.34,70.4,64.41,68.32,69.17,69.1,73.84,68.85,70.64,71.52,71.83,71.46,67.9,67.11,65.21,60.91,65.8
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp45,NorESM1-M,2040-2059,66.95,70.22,71.35,66.16,60.02,69.57,64.37,70.28,75.04,72.11,70.09,71.84,69.37,68.39,60.74,58.16,57.74,64.17,65.45
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp45,NorESM1-M,2040-2059,39.43,48.76,41.68,36.58,30.72,44.1,34.75,46.46,57.76,44.72,38.85,41.46,43.91,36.95,28.89,27.07,30.25,34.84,41.98
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp45,NorESM1-M,2040-2059,66.32,70.37,67.15,64.61,63.09,68.22,64.39,69.2,74.64,68.24,66.37,66.86,65.79,65.01,63.03,61.89,63.79,63.58,67.46
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp45,NorESM1-M,2040-2059,67.22,52.77,67.63,83.43,64.93,56.66,77.7,51.82,56.55,57.9,66.2,78.78,85.42,85.81,79.07,73.93,63.18,57.69,50.34
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp45,NorESM1-M,2040-2059,72.53,73.37,78.16,74.46,64.12,73.66,71.46,72.32,79.75,78.13,76.37,79.97,77.83,76.83,68.71,64.34,61.06,66.95,68.05
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp45,NorESM1-M,2040-2059,52.96,44.61,55.3,67.86,44.02,46.17,59.82,43.79,46.76,48.68,52.8,64.42,74.19,70.43,58.97,48.16,42.72,41.16,43.4
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp45,NorESM1-M,2060-2079,61.44,52.57,62.57,74.19,56.38,54.71,68.16,51.21,52.51,58.12,58.75,70.84,78.74,76.73,67.09,61.47,54.06,53.59,54.11
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp45,NorESM1-M,2060-2079,72.88,64.09,75.18,81.66,70.64,67.47,78.35,63.63,64.19,69.73,75.52,80.3,83.2,82.7,79.08,76.3,68.54,67.07,64.24
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp45,NorESM1-M,2060-2079,40.28,33.2,43.83,53.3,30.93,34.45,46.18,28.83,40.25,38.59,38.61,54.3,63.18,55.36,41.36,33.17,29.69,29.94,30.04
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp45,NorESM1-M,2060-2079,66.77,65.35,71.42,72.06,58.29,65.59,67.99,64.11,68.58,68.4,69.82,76.04,77.29,73,65.88,58.34,57.4,59.14,63.3
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp45,NorESM1-M,2060-2079,65.09,65.59,69.34,65.84,59.54,65.84,64.3,64.42,68.31,68.68,68.31,71.03,69.53,66.78,61.2,58.21,59.05,61.36,64.16
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp45,NorESM1-M,2060-2079,56.8,71.33,57.76,44.46,53.66,66.34,47.27,72.89,77.74,71.36,53.62,48.29,47.17,43.21,42.99,49.31,52.66,59.02,63.32
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp45,NorESM1-M,2060-2079,72.82,75.08,76.44,72.39,67.32,74.5,71.16,74.82,79.31,76.41,76.52,76.39,74.18,73.22,69.76,67.59,65.8,68.57,71.23
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp45,NorESM1-M,2060-2079,71.4,65.37,74.18,81.05,64.87,66.92,75.84,63.56,70.76,69.26,72.22,81.07,84.42,84.01,74.7,68.69,62.12,63.81,62.17
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp45,NorESM1-M,2060-2079,56.08,55.73,54.64,63.23,50.71,54.61,57.55,56.38,56.8,56.15,53.21,54.56,65.36,64.46,59.87,51.87,49.18,51.07,54.03
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp45,NorESM1-M,2060-2079,61.92,56.81,63.6,72.41,54.94,57.51,66.45,53.39,60.47,62.87,58.84,69.09,76.18,74.09,66.96,60.93,51.46,52.42,56.32
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp45,NorESM1-M,2060-2079,48.05,44.87,50.31,58.49,38.38,44.21,51.78,42.36,54.07,44.71,46.97,59.24,66.18,61.55,47.74,40.28,35.7,39.16,38.63
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp45,NorESM1-M,2060-2079,54.46,43.48,57.35,70.8,46.08,46.19,62.74,40.25,50.57,50.04,52.61,69.39,77.16,74.45,60.8,51.56,43.1,43.6,39.96
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp45,NorESM1-M,2060-2079,66.24,70.5,71.12,64.74,58.61,69.75,62.73,69.31,75.54,74.09,68.49,70.79,69.6,66.6,58.01,54.35,57.04,64.44,66.59
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp45,NorESM1-M,2060-2079,70.26,79.7,72.12,60.22,69.04,76.95,63.6,80.75,83.82,80.75,70.75,64.85,57.86,60.85,61.94,67.54,68.53,71.04,74.39
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp45,NorESM1-M,2060-2079,67.71,57.84,69.01,82.71,61.11,59.84,75.68,55.45,64.03,62.87,65.47,78.68,86.16,85.23,76.26,68.98,57.36,56.49,54.13
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp45,NorESM1-M,2060-2079,76.84,73.01,80.71,82.34,71.24,74.65,79.02,71.41,77.98,78.71,79.4,84.03,84.78,84.25,77.99,74.42,68.62,70.67,69.81
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp45,NorESM1-M,2060-2079,65.49,58.59,68.41,73.87,61.29,60.92,70.18,56.35,59.8,63.57,68.28,73.38,75.75,74.57,71.28,66.56,59.55,57.77,59.01
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp45,NorESM1-M,2060-2079,57.91,47.24,56.29,74.04,54.17,48.99,66.92,48.16,47.32,51.49,55.02,62.34,74.11,74.59,73.41,66.47,50.62,45.42,45.97
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp45,NorESM1-M,2060-2079,67.76,62.27,70.32,75.28,63.21,64.29,71.28,61.51,65.32,67.74,69.21,74.01,78.37,76.44,71.01,64.91,62.95,61.77,59.9
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp45,NorESM1-M,2060-2079,53.62,44.96,57.73,66.43,45.37,47.72,59.4,40.55,49.53,53.52,55.94,62.91,71.17,66.96,61.16,50.55,43.64,41.91,44.21
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp45,NorESM1-M,2060-2079,77.01,68.23,79.21,86.83,73.83,71.06,82.99,67.26,72.54,74.29,77.42,85.9,88.97,88.14,83.38,76.99,74.57,69.93,64.71
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp45,NorESM1-M,2060-2079,72.25,66.99,74.42,80.11,67.39,68.23,76.21,65.29,70.26,70.67,72.34,80.25,82.33,82.29,75.72,71.82,64.85,65.49,65.64
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp45,NorESM1-M,2060-2079,72.88,73.1,76.56,74.7,67.2,72.61,73.18,72.11,77.81,74.31,76.47,78.9,76.77,75.81,71.54,69.19,66.87,65.54,69.24
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp45,NorESM1-M,2060-2079,39.6,31.17,42.6,53.91,30.46,33.75,45.33,28.47,38.38,40.21,41.21,46.37,59.58,54.66,47.47,34.64,29.23,27.5,26.78
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp45,NorESM1-M,2060-2079,70.56,65.76,72.38,77.84,66.18,66.87,74.21,64.14,69.24,69.5,69.78,77.88,80.5,79.83,73.17,70.18,63.71,64.66,64.15
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp45,NorESM1-M,2060-2079,62.54,50.97,64.69,79.87,54.55,53.48,71.63,49.24,53.93,57.1,60.25,76.73,84.37,83.7,71.56,63.06,50.35,50.23,49.92
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp45,NorESM1-M,2060-2079,61.01,58.11,61.46,71.14,53.21,57.16,64.88,56.31,63.85,58.65,57.47,68.25,74.88,73.86,64.67,56.43,51.2,51.99,54.59
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp45,NorESM1-M,2060-2079,74.4,66.05,76.54,84.66,70.41,68.58,80.27,63.64,67.95,71.84,73.46,84.33,88.36,86.11,79.5,75.5,67.79,67.94,66.34
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp45,NorESM1-M,2060-2079,41.02,49.72,41.79,40.93,31.46,44.5,37.42,48.67,58.58,45.6,36.08,43.69,48.83,41.34,32.63,30.23,27.82,36.33,42.45
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp45,NorESM1-M,2060-2079,69.22,72.37,72.74,69.68,61.85,71.38,67.1,71.24,78.54,73.94,70.05,74.24,72.32,72.56,64.16,59.7,59,66.69,67.53
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp45,NorESM1-M,2060-2079,62.06,48.22,62.27,77.93,59.97,52.25,72.01,47.44,48.37,54.89,61.34,70.59,79.96,78.85,74.99,69.13,58.58,52.21,48.35
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp45,NorESM1-M,2060-2079,41.37,54.36,41.43,36.86,32.97,47.62,35.25,57.6,60.02,49.92,36,38.38,41.92,36.17,32.5,30.44,32.1,36.36,45.02
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp45,NorESM1-M,2060-2079,72.9,73.22,78.54,77.03,62.82,73.39,72.52,71.85,79.38,77.72,75.96,81.94,81.61,79.94,69.55,62.97,59.14,66.34,68.4
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp45,NorESM1-M,2060-2079,66.91,67.74,68.4,69.11,62.56,66.35,67.61,66.9,70.77,67.07,67.56,70.56,71.16,69.7,66.47,65.43,62.34,59.92,65.06
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp45,NorESM1-M,2060-2079,66.61,69.71,70.75,66.08,59.86,68.96,64.3,68.74,74.51,71.55,68.91,71.8,69.45,68.19,60.6,58.02,57.76,63.8,66.01
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp45,NorESM1-M,2060-2079,37.95,48.38,38.17,35.92,29.34,42.51,33.38,47.12,56.41,42.57,32.97,38.97,43.25,35.83,28.67,26.3,27.27,34.44,41.55
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp45,NorESM1-M,2060-2079,64.29,68.75,64.64,62.71,60.99,66.27,62.28,67.42,72.54,65.87,63.18,64.86,64.09,63.66,60.37,59.53,61.17,62.28,66.47
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp45,NorESM1-M,2060-2079,66.71,52.36,66.52,83.26,64.59,55.9,77.44,50.06,56.03,56.98,64.39,78.19,85.69,85.82,78.27,73.81,62.84,57.11,51.39
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp45,NorESM1-M,2060-2079,72.13,72.71,77.56,74.3,63.97,72.99,71.35,70.95,78.81,77.74,75.06,79.87,77.91,76.39,68.59,64.16,61.18,66.58,68.37
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp45,NorESM1-M,2060-2079,50.35,40.91,50.99,66.31,43.14,42.72,58.04,39.24,41.08,47.2,45.75,60.01,72.49,69.64,56.8,47.94,41.38,40.11,42.53
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp45,NorESM1-M,2080-2099,62.36,54.51,63.55,74.99,56.52,55.99,68.83,53.31,55.2,59.8,59.69,71.15,78.48,78.06,68.43,61.72,55.14,52.69,54.65
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp45,NorESM1-M,2080-2099,72.71,64.23,75.15,81.63,69.79,67.28,78.16,64.3,64.72,70.08,75.24,80.13,83.99,82.07,78.82,74.72,69.23,65.42,63.85
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp45,NorESM1-M,2080-2099,40.8,34.41,42.32,54.86,31.35,34.89,46.63,29.83,40.57,36.74,39.64,50.6,62.82,57.98,43.77,33.37,31.21,29.48,33.63
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp45,NorESM1-M,2080-2099,66.83,65.82,71.18,71.9,58.57,65.78,67.98,65.11,68.89,67.61,70.49,75.44,77.41,72.99,65.31,58.63,58.08,59.01,63
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp45,NorESM1-M,2080-2099,65.61,66.4,69.6,66.26,60.15,66.41,64.76,65.8,68.95,68.01,70.01,70.77,70.38,67.24,61.17,58.7,60.31,61.42,64.52
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp45,NorESM1-M,2080-2099,56.55,70.57,56.76,44.72,54.12,65.97,47.18,70.76,76.1,70.56,54.73,45,47,42.65,44.51,49.84,54.05,58.47,64.92
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp45,NorESM1-M,2080-2099,73.35,75.93,76.56,73.28,67.75,75.19,71.62,75.41,79.42,76.21,77.58,75.88,75.17,74.25,70.43,67.62,66.39,69.24,72.61
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp45,NorESM1-M,2080-2099,71.64,66.04,74.41,80.82,65.49,67.57,75.84,64.91,70.77,70.15,72.66,80.43,83.98,84.01,74.48,69.32,62.84,64.31,61.79
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp45,NorESM1-M,2080-2099,56.69,57.04,56.73,62.76,50.27,55.69,57.74,57.57,58.85,57.7,55.15,57.34,64.93,65.68,57.65,51.77,49.05,50,54.59
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp45,NorESM1-M,2080-2099,62.91,58.77,65,73.26,54.81,58.86,67.08,55.81,63.4,64.19,60.83,69.98,76.61,75.23,67.95,61.02,51.72,51.69,56.55
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp45,NorESM1-M,2080-2099,48.72,45.8,49.47,59.75,40.05,44.74,52.93,44.69,53.22,42.86,47.74,57.81,66.35,63.08,49.82,42.03,38.47,39.65,38.9
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp45,NorESM1-M,2080-2099,55.51,44.55,57.69,71.87,48.33,47.39,64,42.77,49.76,49.22,54.82,69.04,76.8,75.62,63.19,53.31,46.01,45.67,39.87
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp45,NorESM1-M,2080-2099,66.17,70.49,71.01,64.67,58.55,69.74,62.62,70.27,74.73,73.04,69.71,70.28,69.86,66.39,57.75,54.64,56.76,64.26,66.3
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp45,NorESM1-M,2080-2099,70.22,79.82,71.18,60.46,69.29,77.01,63.36,80.27,82.93,79.48,71.9,62.14,57.96,60.58,62.83,67.66,69,71.21,76.66
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp45,NorESM1-M,2080-2099,68.19,58.18,68.94,83.3,62.68,60.28,76.42,57.05,63.42,62.18,66.38,78.26,85.74,86.25,77.47,70.09,59.42,58.05,53.22
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp45,NorESM1-M,2080-2099,76.92,73.65,81.08,82.34,70.87,75.05,79,72.44,77.51,80.27,78.8,84.16,85.12,83.84,78.06,74.5,68.29,69.84,70.16
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp45,NorESM1-M,2080-2099,65.8,59.61,68.61,74.23,60.84,61.14,70.52,58.03,61.35,64.16,68.22,73.47,75.87,75.45,71.37,66.45,60.5,55.58,59.22
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp45,NorESM1-M,2080-2099,58.4,48.14,58.37,74.05,52.98,49.76,67.06,48.87,49.41,53.86,56.66,64.6,73.69,75.97,72.5,64.91,50.66,43.35,46.36
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp45,NorESM1-M,2080-2099,67.61,62.58,70.34,74.9,62.85,64.3,71.08,62.51,64.41,68.68,68.58,73.74,78.47,75.88,70.35,64.77,63.26,60.5,60.11
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp45,NorESM1-M,2080-2099,54.74,47.46,59.97,66.56,45.13,49.65,59.81,42.29,53.78,56.21,58.83,64.07,71.62,67.75,60.31,51.16,43.97,40.25,45.42
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp45,NorESM1-M,2080-2099,77.08,68.64,79.48,86.62,73.64,71.25,82.92,68.43,71.69,75.43,77.13,85.88,89,87.64,83.22,77.13,74.65,69.14,65.57
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp45,NorESM1-M,2080-2099,72.49,67.79,75.2,80.42,66.96,68.93,76.37,66.51,70.06,72.27,72.79,80.56,82.68,82.3,76.29,72.01,64.37,64.49,65.6
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp45,NorESM1-M,2080-2099,74.53,75.68,77.46,77.11,68.08,74.55,74.73,75.16,79.99,75.19,78.32,78.88,79.05,77.9,74.38,70.19,67.96,66.07,71.22
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp45,NorESM1-M,2080-2099,40.41,32.66,44.53,53.25,30.84,35.41,45.32,28.21,41.04,41.53,43.69,48.39,59.6,55.47,44.68,34.62,29.14,28.76,29.07
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp45,NorESM1-M,2080-2099,70.75,66.52,72.99,78.07,65.83,67.49,74.31,65.39,68.82,70.83,70.09,78.04,80.68,79.85,73.67,70.35,63.29,63.84,64.11
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp45,NorESM1-M,2080-2099,64.31,54.02,66.45,80.51,56.5,56.28,72.55,52.67,57.14,59.87,63.17,76.29,83.56,84.13,73.84,64.86,52.64,51.98,51.51
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp45,NorESM1-M,2080-2099,60.96,58.24,61.11,71.06,53.67,57.18,64.86,57.64,63.02,58.31,57.72,67.31,74.39,74.16,64.64,57.31,51.36,52.32,53.38
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp45,NorESM1-M,2080-2099,74.94,67.03,77.56,85.46,69.95,69.26,80.8,64.9,69.02,73.45,74.03,85.19,88.77,87.18,80.44,75.19,68.03,66.62,66.43
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp45,NorESM1-M,2080-2099,42.11,52.85,40.89,42.66,31.98,45.96,38.28,51.77,60.88,45.11,36.7,40.86,48.11,44.77,35.09,31.25,29.63,35.05,46.14
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp45,NorESM1-M,2080-2099,69.2,72.62,72.84,69.36,61.95,71.7,66.8,72.58,77.82,74.59,70.55,73.39,72.21,72.21,63.65,59.87,58.86,66.93,66.98
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp45,NorESM1-M,2080-2099,62.01,48.51,63.35,77.76,58.42,52.31,71.73,47.61,49.93,56.87,61.88,71.3,78.72,79.58,74.98,66.98,58.8,49.48,48
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp45,NorESM1-M,2080-2099,41.82,54.24,41.93,36.99,33.9,48.01,35.58,56.21,60.65,50.85,37.4,37.54,41.93,36.47,32.58,31.79,33.2,36.72,46.55
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp45,NorESM1-M,2080-2099,72.91,73.29,79,76.78,62.76,73.74,72.23,73.38,78.48,78,77.61,81.4,81.31,79.82,69.22,62.78,58.81,66.7,67.42
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp45,NorESM1-M,2080-2099,68.05,69.73,68.38,70.47,63.84,67.6,68.73,69.57,72.71,67,68.39,69.74,72.5,70.99,67.91,66.73,64.52,60.26,66.26
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp45,NorESM1-M,2080-2099,66.62,69.83,71.14,65.73,59.9,69.34,63.98,70.15,73.63,72.09,70.23,71.11,69.03,67.83,60.33,57.96,57.63,64.1,65.37
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp45,NorESM1-M,2080-2099,38.48,50.02,36.87,36.67,30.26,43.13,33.8,48.08,56.99,41.21,33.44,35.97,42.3,37.8,29.9,27.31,29.5,33.98,45.27
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp45,NorESM1-M,2080-2099,65.28,70.34,64.84,64.23,61.86,67.43,63.28,69.07,73.8,66.42,63.77,64.33,65.57,64.9,62.23,60.6,62.06,62.93,67.69
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp45,NorESM1-M,2080-2099,67.08,53.5,66.59,83.07,65.48,56.8,77.59,51.44,57.03,57.63,64.42,77.7,84.64,86.04,78.54,74.38,64.26,57.79,51.04
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp45,NorESM1-M,2080-2099,72.21,72.81,78.12,74.38,63.7,73.37,71.15,72.56,77.9,78.03,76.96,79.37,78.14,76.56,68.45,63.85,60.56,66.68,67.47
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp45,NorESM1-M,2080-2099,51.8,43.99,52.87,66.78,43.67,45.27,58.43,42.22,45.67,49.17,49.13,60.31,71.7,70.28,58.38,48.43,41.46,41.11,43.72
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp60,CESM1-CAM5,2020-2039,62.73,53.15,64.79,75.69,57.23,55.98,69.46,51.29,53.79,60.01,62.06,72.3,78.45,77.84,70.79,62.13,55.27,54.3,54.49
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp60,CESM1-CAM5,2020-2039,73.5,63.9,76,82.72,71.45,67.77,79.31,63.48,64.95,69.87,77.71,80.42,84.46,83.05,80.66,76.24,71.01,67.09,63.09
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp60,CESM1-CAM5,2020-2039,38.79,34.98,42.95,51.16,26.29,34.87,42.81,28.56,36.39,34.3,42.22,52.35,57.44,54.88,41.16,26.35,24.71,27.79,39.36
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp60,CESM1-CAM5,2020-2039,66.63,65.61,72.34,71.74,56.85,66.24,67.05,65.29,69.23,68.93,72.97,75.11,76.37,72.85,66,56.56,55.43,58.57,62.26
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp60,CESM1-CAM5,2020-2039,65.08,65.85,70.41,65.67,58.34,66.57,63.55,65.44,69.1,69.37,71.72,70.15,68.73,66.78,61.5,56.61,57.56,60.84,63.13
